run,temp,temppoor,temp2,temp2poor,prec,precpoor,prec2,prec2poor
0,.0088951,.0254342,-.0003155,-.000772,6.72e-06,.0000258,-2.69e-09,-7.44e-09
1,.0022934,.0211049,-.0001099,-.0006917,.0000189,.0000334,-5.42e-09,-9.87e-09
2,.0083467,.0596645,-.0004279,-.0014609,5.75e-06,3.82e-06,-5.93e-09,-2.13e-09
3,.0099419,.0133363,-.0004195,-.0004396,5.58e-06,.0000336,1.76e-10,-1.04e-08
4,.0059892,.0208778,-.0001626,-.0006404,.0000105,.0000379,1.64e-11,-1.01e-08
5,.0099298,.0261941,-.0003262,-.0007059,-5.83e-06,.0000345,-2.51e-10,-1.09e-08
6,.0049708,.0521404,-.0000878,-.0013322,.0000177,9.36e-06,-5.11e-09,-2.28e-09
7,.0120154,.0779259,-.0005185,-.0017798,-1.26e-06,.0000246,5.05e-09,-7.23e-09
8,.0133793,.0060538,-.0004857,-.0003268,3.28e-06,.0000406,2.34e-11,-1.38e-08
9,.005207,.0405065,-.0001716,-.001157,.000016,.0000436,-5.82e-09,-1.11e-08
10,.0125558,.0159711,-.0007429,-.000629,-.0000183,.0000128,2.21e-09,-3.13e-09
11,.0083375,.048458,-.0004653,-.0011504,7.36e-06,.0000411,-2.25e-09,-1.20e-08
12,.0050936,.052051,-.0001439,-.0013864,.0000404,.0000367,-1.12e-08,-8.43e-09
13,.0199821,.0491887,-.0006966,-.0012903,-6.77e-06,.000037,-3.09e-09,-1.23e-08
14,.0144564,.0053371,-.000593,-.0003922,-.0000309,7.69e-06,1.05e-08,-2.95e-09
15,.0054036,.0148818,-.0001359,-.0006566,-3.97e-06,8.71e-06,1.81e-09,-4.72e-09
16,.004533,.0119843,-.0001935,-.0004767,9.54e-06,.0000265,-2.25e-10,-6.80e-09
17,.0143748,.0432739,-.0004803,-.0010955,.000022,.0000451,-7.21e-09,-1.35e-08
18,.0152182,.0441989,-.0004695,-.0014119,.0000103,-7.89e-06,-3.84e-09,1.04e-09
19,.0078364,.0408766,-.0001424,-.0010875,2.20e-06,.0000225,-7.33e-11,-6.23e-09
20,.0044081,.0301016,-.000102,-.0009131,.0000361,.0000217,-9.46e-09,-6.39e-09
21,.0011769,.0291607,-.0000264,-.0007359,9.89e-06,.0000181,-3.60e-09,-6.87e-09
22,.0158193,.0181755,-.0004356,-.0007298,.0000145,6.43e-06,-5.86e-09,-2.12e-09
23,.0047121,.0160661,-.0000879,-.0006533,-8.32e-07,.0000168,-6.58e-10,-6.22e-09
24,.0112032,.0257546,-.0004034,-.000802,-4.39e-07,.0000359,-4.03e-09,-1.02e-08
25,.0095703,.0400575,-.0002451,-.0010876,-.0000112,.0000323,4.26e-10,-9.37e-09
26,.0146996,.0501783,-.0004964,-.001326,.0000105,.0000222,-3.83e-09,-7.27e-09
27,.0094705,.0601118,-.0003515,-.0017555,-6.95e-06,.0000247,1.46e-09,-5.12e-09
28,.003231,.0286242,-.0001208,-.0008644,.0000178,.00003,-3.47e-09,-6.39e-09
29,.0074408,.0377405,-.0003446,-.0011294,5.84e-06,.000035,-6.48e-09,-8.20e-09
30,.0028527,.0180306,-.0002422,-.00073,3.49e-06,.0000316,-8.88e-10,-7.72e-09
31,.0125364,.0085851,-.0005328,-.0004653,7.32e-06,.0000204,-2.35e-09,-6.75e-09
32,.0039819,.0373709,-.0001989,-.0011457,5.97e-06,.0000262,-2.45e-09,-9.73e-09
33,.0130116,.0433313,-.0003388,-.0010737,.0000116,.0000263,-2.90e-09,-6.68e-09
34,.0032333,.0421714,-.0000545,-.001038,.0000154,.0000196,-4.49e-09,-5.81e-09
35,.0119015,.0127023,-.0004657,-.000589,5.79e-06,.0000312,-6.34e-10,-1.02e-08
36,.0064954,-.0077322,-.000298,-.0001851,-3.32e-06,.0000207,6.69e-10,-4.35e-09
37,.0076184,.020094,-.0005368,-.0007191,-3.10e-06,.000035,9.43e-10,-8.54e-09
38,.0138356,.0335673,-.0005108,-.0009156,.0000297,.0000265,-1.11e-08,-7.25e-09
39,.0051915,.0181007,-.000142,-.0007159,6.25e-06,.0000287,-2.54e-09,-8.63e-09
40,.0028029,.0088183,-.0001759,-.0003816,.0000153,.0000414,-2.37e-09,-1.13e-08
41,.013939,.0659207,-.0004774,-.0017158,1.55e-07,.0000196,-1.18e-09,-4.48e-09
42,.0118248,.0362866,-.0004973,-.0009655,8.76e-06,.0000466,-3.47e-09,-1.43e-08
43,.0142973,.0092685,-.0004935,-.0004774,-.000016,.0000108,-1.44e-09,-4.79e-09
44,.0076172,.0008587,-.0003608,-.0002088,.0000208,.0000298,-5.00e-09,-7.09e-09
45,.0160497,.0746504,-.0005747,-.0016987,-8.14e-06,.0000343,3.30e-09,-8.64e-09
46,.0104414,.0395013,-.000227,-.0009798,-.0000207,.0000383,1.78e-09,-1.06e-08
47,.0080525,.0328941,-.0001927,-.0009075,.0000315,1.69e-06,-7.66e-09,-3.64e-09
48,.014534,.0408363,-.0004509,-.0010225,-7.60e-06,.0000436,2.34e-09,-1.22e-08
49,-.0008082,.0253803,.0000988,-.000723,-.0000194,.0000119,8.30e-09,-2.90e-09
50,.0090463,.027775,-.0003258,-.0007028,.0000103,.0000443,-2.38e-09,-1.33e-08
51,.0053028,.0267952,-.0000486,-.0009531,.0000301,.0000329,-9.88e-09,-8.50e-09
52,.0072595,.0323291,-.0003451,-.0009189,.0000329,.0000613,-8.92e-09,-1.65e-08
53,.0139262,.0331005,-.0004492,-.0010123,.0000191,.0000485,-7.40e-09,-1.46e-08
54,.0066768,.0294519,-.0002174,-.0008228,.0000269,3.06e-06,-8.18e-09,7.50e-11
55,.0148985,.0268877,-.0005153,-.0006528,-1.86e-06,.0000464,-4.37e-09,-1.60e-08
56,.0119672,.008578,-.0003403,-.0004101,.0000147,.0000231,-4.72e-09,-7.64e-09
57,.0046881,-.002761,-.0002146,-.0001808,.0000122,.0000208,-4.29e-09,-6.27e-09
58,.0215099,.0172135,-.000711,-.0005548,.0000145,.0000165,-3.25e-09,-4.07e-09
59,.0083833,.0313188,-.0001298,-.0009147,.0000309,.0000249,-9.74e-09,-9.70e-09
60,.0039281,.0142242,-.0001412,-.0005288,4.15e-06,.0000242,-1.52e-10,-6.57e-09
61,.0105125,.0141659,-.0003317,-.0005096,1.77e-06,.0000237,1.58e-09,-9.12e-09
62,.0100108,.0063379,-.0003599,-.0003538,.0000136,.0000284,-6.29e-09,-8.27e-09
63,.0074781,.0032329,-.0003109,-.0001092,-3.43e-06,.0000239,1.04e-09,-8.04e-09
64,.0138392,.0477617,-.000507,-.001235,-3.39e-06,9.85e-06,1.16e-09,-5.90e-09
65,.0091024,.0261976,-.000198,-.0007604,7.91e-06,.0000221,-2.36e-09,-7.30e-09
66,-.0027134,-.0008659,-.0000282,-.0001572,8.95e-06,.0000409,-1.64e-09,-1.40e-08
67,.0098461,.0267302,-.0003489,-.0006488,-9.75e-07,.000014,-1.17e-10,-3.49e-09
68,.0202758,.040728,-.0006832,-.0009208,-3.54e-07,.0000571,5.67e-10,-1.45e-08
69,.0138255,.0290858,-.0007856,-.0008334,.0000146,.0000309,5.42e-10,-8.21e-09
70,.0121809,.0393662,-.0003734,-.0011397,-2.66e-06,.0000287,-7.54e-11,-8.35e-09
71,.0139939,.0534873,-.0004549,-.001307,-4.36e-06,.0000132,7.91e-10,-4.79e-09
72,.0109378,.0024103,-.0003745,-.0002584,5.44e-07,.0000292,-7.92e-10,-8.79e-09
73,.0105294,.0419857,-.000542,-.0009841,-.0000136,.0000196,5.47e-10,-5.92e-09
74,.0074056,.0163405,-.0003236,-.000484,6.36e-06,.000031,-4.66e-09,-1.03e-08
75,.0032439,.009095,-.0001792,-.0003344,9.31e-06,.0000399,-2.31e-09,-8.45e-09
76,.0044908,.0306674,-.000131,-.0009343,-.0000135,.0000214,-2.85e-09,-5.61e-09
77,.0192437,.0338543,-.0007716,-.0009978,.0000266,.0000187,-1.14e-08,-5.55e-09
78,.0115305,.0197196,-.000367,-.0005038,.000012,.0000228,-2.22e-09,-7.75e-09
79,.0051037,.0238485,-.0001375,-.0007485,-9.26e-06,.0000256,6.79e-10,-6.89e-09
80,-.0028845,.0152081,.0002744,-.0004184,-2.00e-08,.0000169,1.78e-09,-5.89e-09
81,.0049276,.0435979,-.0003339,-.0011896,6.99e-06,.0000295,-4.22e-09,-8.13e-09
82,.0112686,.0257052,-.0004325,-.000806,-6.50e-06,3.05e-06,1.63e-09,-1.51e-09
83,.0104355,.0527767,-.0003421,-.0013078,.0000118,.0000464,-4.65e-09,-1.26e-08
84,.0170869,.0355259,-.0007499,-.0009328,-.0000185,.0000317,5.71e-09,-7.63e-09
85,.0064657,.0017832,-.0003814,-.0003326,9.62e-06,.0000258,-4.64e-09,-4.81e-09
86,.0156716,.0027373,-.0003349,-.000385,8.29e-06,.0000369,1.56e-10,-9.15e-09
87,.0064911,-.0202127,-.0002644,.0003032,9.90e-06,.0000223,-9.82e-09,-1.04e-08
88,.0055377,.0150364,-.0001893,-.0004614,-2.74e-06,.0000204,7.47e-10,-6.51e-09
89,.0033498,.0081674,-.0003003,-.0003812,3.28e-07,.0000341,1.87e-10,-9.72e-09
90,.0103122,.0366781,-.000303,-.0009441,.0000106,.0000583,-2.94e-09,-1.72e-08
91,.0090697,-.0076168,-.000345,-.0001162,-.0000129,.0000373,2.20e-09,-1.14e-08
92,.0030405,.0159598,-.0000891,-.0005621,.000017,.0000438,-3.42e-09,-1.27e-08
93,.0057096,.0754087,-.0002436,-.0018099,-.0000105,.0000186,1.99e-09,-4.28e-09
94,.0065092,.0410153,-.0003265,-.0012101,6.34e-06,.000033,-3.35e-09,-8.46e-09
95,-.005848,.011281,.000143,-.0003965,.0000221,.0000351,-3.25e-09,-8.94e-09
96,.006611,.0141487,-.0001979,-.0004998,.0000119,.0000305,-8.08e-10,-9.75e-09
97,.0098977,.0114446,-.0003115,-.000579,3.36e-06,3.87e-07,2.11e-11,-4.69e-09
98,.0057708,.0481842,-.0003133,-.0012316,2.53e-07,.0000364,-4.54e-09,-9.01e-09
99,.0102072,.0322065,-.0003075,-.000836,8.22e-06,3.01e-06,-6.04e-10,-4.08e-09
100,.0078764,.0350206,-.0003304,-.0009628,.000015,.0000317,-6.23e-09,-1.08e-08
101,.0036903,.0213023,-.0001113,-.0004975,.0000314,.0000358,-1.03e-08,-1.03e-08
102,.0059716,.028437,-.0000924,-.0008078,.0000152,.000041,-5.39e-09,-1.12e-08
103,.0081931,.0989914,-.0002206,-.0024815,.0000137,.0000256,-5.41e-09,-8.62e-09
104,.0055659,.0421226,-.0001539,-.0010357,.0000128,.0000452,-3.95e-09,-1.24e-08
105,.0063772,.0306702,-.0002794,-.0007745,-5.24e-06,.0000221,8.00e-10,-6.13e-09
106,.0059393,-.0088771,-.0001377,.0000624,.0000205,.0000202,-4.73e-09,-5.53e-09
107,.0105259,.0062451,-.0004331,-.0004395,7.85e-06,-.0000115,-3.48e-09,6.38e-10
108,.0052611,.0543943,-.0002183,-.001304,.0000156,.0000311,-4.05e-09,-9.20e-09
109,.009784,.0360942,-.0004195,-.0009437,.0000105,.0000448,-3.28e-09,-1.37e-08
110,.0110731,.033663,-.0004259,-.001004,8.42e-06,.0000323,-8.71e-09,-5.96e-09
111,.0070452,.0475942,-.0002446,-.0012746,9.19e-06,.0000544,-5.27e-09,-1.47e-08
112,.0054969,.0123205,-.0002114,-.0003917,.0000128,.0000357,-2.06e-09,-1.12e-08
113,.0079285,.0361928,-.0002603,-.0010994,.0000125,.0000312,-5.82e-09,-9.38e-09
114,.0094023,.0604756,-.0004652,-.0016659,8.88e-07,.0000296,-1.25e-09,-7.80e-09
115,.0090754,.0613189,-.0004767,-.0015008,.0000162,.000029,-6.05e-09,-9.96e-09
116,.0082022,.0446599,-.0005708,-.0011061,-.0000257,.0000189,4.41e-09,-5.09e-09
117,.0109625,.0745143,-.000259,-.001784,-3.74e-06,.000049,-2.11e-09,-1.40e-08
118,.0146628,.0257826,-.0005647,-.0010025,7.33e-06,.0000563,7.36e-10,-1.92e-08
119,.0073882,.0459358,-.0002884,-.0011694,3.08e-08,.0000429,-1.83e-09,-1.17e-08
120,.0057478,.0219924,-.0003043,-.0006085,-3.88e-06,.0000213,-4.07e-10,-7.23e-09
121,.0105571,.0293332,-.0000995,-.000997,9.35e-06,.0000466,-5.78e-09,-1.42e-08
122,.0160398,.0542972,-.0005474,-.0012903,.000019,.0000268,-5.71e-09,-9.28e-09
123,.0106851,.0298549,-.0001669,-.0008959,9.09e-06,.00004,-1.56e-09,-1.22e-08
124,.0143354,.0414704,-.0005589,-.0010671,.0000168,.0000479,-4.00e-09,-1.26e-08
125,.0106055,.0349347,-.0002924,-.0011733,.0000136,.0000263,-7.20e-09,-5.26e-09
126,.0039256,.0402442,-.0002072,-.0011587,.0000219,.0000303,-6.72e-09,-6.96e-09
127,.0161706,.0366738,-.000507,-.0009524,7.79e-06,.0000123,-6.49e-09,-2.58e-09
128,.0123803,.0327541,-.0003416,-.0008576,3.09e-06,.0000317,-8.05e-10,-8.67e-09
129,.0121662,.0386592,-.0003888,-.0010407,.000021,.0000383,-5.66e-09,-7.87e-09
130,.0131933,.028711,-.0003782,-.0008095,-5.90e-06,-2.64e-06,1.21e-09,-2.10e-09
131,.0066456,-.0060575,-.0003268,-.000029,-.0000108,.0000188,7.86e-09,-5.48e-09
132,.005832,.0164462,-.0004071,-.0004862,.0000232,-.0000141,-6.14e-09,2.76e-09
133,.0127629,.0048408,-.0004403,-.0002767,7.10e-06,.0000418,-2.27e-09,-1.37e-08
134,.0038787,-.0047324,-.0000281,-.0000216,3.18e-06,.0000329,-9.77e-10,-9.33e-09
135,.0023387,.0217931,-.000174,-.0006632,.0000209,.0000221,-7.38e-09,-5.87e-09
136,.0084948,.0351806,-.0004145,-.0009502,.0000116,.0000208,-2.03e-09,-5.66e-09
137,.0176586,.0127687,-.000583,-.0005621,-.0000151,.0000323,2.71e-09,-8.54e-09
138,.0011443,.0301208,-.0001668,-.0009458,3.20e-06,.0000352,-3.75e-09,-9.90e-09
139,.0131563,.0411669,-.0003289,-.001028,-.000017,.0000565,2.94e-10,-1.42e-08
140,.00693,.0091801,-.0002813,-.0004049,-.0000106,.0000473,1.86e-09,-1.37e-08
141,.00544,.0509497,-.0003262,-.001384,.000033,.0000309,-1.08e-08,-1.07e-08
142,.0136266,.049921,-.0005353,-.0013268,.0000246,.0000515,-6.14e-09,-1.11e-08
143,.0117528,.0270715,-.0003953,-.0008551,.0000462,.0000331,-1.47e-08,-8.35e-09
144,.0078751,-.0234246,-.0001726,.0002193,.000012,.0000173,-2.77e-09,-4.92e-09
145,.0194911,.037007,-.0006738,-.0010117,.0000172,.0000552,-4.54e-09,-1.53e-08
146,.012046,.0381064,-.0004643,-.00089,1.70e-06,.0000524,-1.75e-09,-1.60e-08
147,.0071282,.0488708,-.0002387,-.0012149,9.15e-06,.0000197,-1.91e-09,-6.13e-09
148,.0189827,.0526112,-.0007353,-.0014172,.0000221,.0000432,-1.02e-08,-1.06e-08
149,.0110632,.0417094,-.0007348,-.0010169,-7.27e-06,.0000229,-1.15e-09,-6.32e-09
150,.0142102,.0326843,-.0004977,-.0008397,-3.83e-06,.0000223,-1.59e-09,-6.03e-09
151,.0088594,.0336271,-.000188,-.0008668,-.000011,.0000101,-1.82e-09,-3.90e-09
152,.0057141,.0309857,-.0000976,-.0009211,.0000152,.0000238,-5.36e-09,-7.03e-09
153,.0100416,.0091402,-.0003172,-.0004553,.0000321,.0000169,-8.46e-09,-5.05e-09
154,.0141997,.0166161,-.0004273,-.0006469,5.39e-06,7.97e-06,-1.15e-09,-3.18e-09
155,.0136242,.035729,-.0003792,-.0008666,-.0000145,.0000325,-1.12e-09,-9.39e-09
156,.0075262,.0506754,-.0000405,-.001189,.000014,.0000489,-4.36e-09,-1.29e-08
157,.0150147,.0691435,-.0006174,-.0016911,6.75e-06,.0000334,-5.65e-09,-7.03e-09
158,.0189852,.0284819,-.0007351,-.0008349,-6.75e-06,.0000151,-6.32e-10,-6.19e-09
159,.0081446,.0331178,-.0002875,-.0008933,-1.30e-06,.0000298,3.86e-11,-7.65e-09
160,.0119693,.0404741,-.0004521,-.0011637,.0000226,.0000165,-1.00e-08,-4.93e-09
161,.0100552,.0177274,-.0004755,-.0006698,-.0000117,.000044,-2.57e-09,-1.13e-08
162,.0085175,.0401108,-.0002137,-.001138,.0000287,.0000107,-4.66e-09,-5.64e-09
163,.0112322,.0229626,-.0004874,-.0006171,.0000202,.0000152,-1.04e-08,-3.31e-09
164,.0100999,.0361615,-.000293,-.0010178,-.0000107,.0000482,4.68e-09,-1.09e-08
165,.0230189,.0207441,-.000592,-.000691,-.000024,.0000195,6.75e-09,-9.50e-09
166,.0123223,.0428511,-.0003563,-.0012191,3.13e-06,.0000422,-2.49e-09,-1.18e-08
167,.0077861,.010125,-.0003437,-.0003574,.0000186,.000038,-4.26e-09,-8.81e-09
168,.0121584,.0759145,-.0002912,-.0017769,2.44e-06,.0000416,-1.62e-10,-1.25e-08
169,.0145451,.0444749,-.000514,-.001151,5.74e-06,7.51e-06,-1.82e-09,-3.40e-09
170,.0083983,.0250745,-.0002152,-.0007989,.0000173,.0000288,-2.76e-10,-9.03e-09
171,.0051835,.0332418,-.0002331,-.0009175,.0000194,.0000386,-4.81e-09,-1.17e-08
172,.0100615,.0373596,-.0002977,-.0009076,-.0000153,.0000459,4.73e-09,-1.09e-08
173,.0175421,.014458,-.0005995,-.0005043,.0000215,.0000145,-6.02e-09,-4.64e-09
174,.0112533,.0146593,-.0005121,-.0005289,4.46e-06,.0000169,2.29e-09,-4.34e-09
175,.0094613,-.0070873,-.0004336,-6.05e-06,9.00e-06,.0000352,-3.34e-09,-9.73e-09
176,.0141092,.0179522,-.0007281,-.0006462,.0000175,.0000266,-6.64e-09,-9.41e-09
177,.016672,-.0022684,-.0006605,-.000168,4.30e-06,3.88e-06,-4.62e-09,-9.14e-10
178,.0103666,.0326708,-.0005382,-.0008876,.0000458,.0000447,-1.19e-08,-1.19e-08
179,.0117788,.0495631,-.0004521,-.0014247,-3.73e-06,.0000174,-6.03e-10,-8.25e-09
180,.006108,.0245349,-.0002728,-.0007128,.0000167,.000021,-7.27e-09,-5.37e-09
181,.0058028,.0132846,-.0000658,-.0004399,6.14e-06,.0000214,-2.90e-09,-7.10e-09
182,.012312,.0208821,-.0003069,-.0005668,.0000268,.0000118,-9.87e-09,-5.31e-09
183,.0098988,-.0188824,-.0003228,.0000928,5.05e-06,.0000468,-2.79e-09,-1.30e-08
184,.0054131,.0433111,-.0000872,-.0012001,.0000223,.0000339,-5.70e-09,-8.64e-09
185,.0059077,.0571738,-.0001451,-.0017291,.0000128,.0000189,-3.28e-09,-4.34e-09
186,.0078608,.023457,-.0002472,-.0009008,-6.87e-06,.0000164,5.62e-10,-4.63e-09
187,.0085499,.0696705,-.0003467,-.0017672,.0000107,.0000371,-5.25e-09,-1.05e-08
188,.0115892,.0115143,-.0002371,-.0005873,-9.82e-06,.0000172,-5.36e-10,-6.48e-09
189,.0085553,.0370681,-.0005007,-.0010139,-8.24e-06,-9.87e-06,-2.87e-10,3.53e-10
190,.0086765,.0179165,-.0002175,-.0006223,1.18e-06,.0000137,-1.38e-09,-3.81e-09
191,.0068794,.0425865,-.0002013,-.0010993,8.19e-06,.0000117,-1.13e-09,-5.15e-09
192,.0068639,.0215791,-.0002672,-.000653,-2.02e-06,.0000183,3.50e-09,-6.49e-09
193,.0062118,.0281576,-.0001818,-.0007633,.0000512,.0000133,-1.26e-08,-2.28e-09
194,.0035628,.0515978,-.0000136,-.0014778,-3.78e-06,.0000226,1.39e-09,-6.20e-09
195,.0144106,.0390138,-.0003631,-.0011767,.0000296,.000038,-4.35e-09,-1.31e-08
196,.0021974,.035835,.0000238,-.0007876,.000023,.0000288,-6.55e-09,-9.12e-09
197,.0143621,.0334177,-.0005315,-.0010959,.0000406,4.59e-06,-7.84e-09,-3.52e-09
198,.0145868,.008177,-.0006059,-.0003718,7.80e-06,.0000389,-3.61e-09,-9.86e-09
199,.0079287,.0437138,-.0004871,-.0012872,.0000193,7.59e-06,-4.12e-09,-1.05e-09
200,.0083821,.0375701,-.0001509,-.0010296,.0000156,.0000241,-6.78e-09,-5.21e-09
201,.0021064,.0159188,-.0001207,-.0005403,.0000115,.000034,-3.88e-09,-9.26e-09
202,.0048008,.0302853,-.0001616,-.0008958,8.98e-06,.0000323,-4.65e-09,-8.39e-09
203,.0133563,.0228127,-.0004697,-.0007653,3.24e-06,.0000221,-9.88e-10,-9.36e-09
204,.0099746,.0090114,-.0002864,-.0003363,.0000293,.0000303,-8.79e-09,-1.06e-08
205,.0087246,.0223428,-.0003077,-.000737,4.05e-06,.0000399,-3.92e-09,-1.10e-08
206,.0151163,.0057346,-.0006565,-.0004297,7.07e-06,.0000368,7.48e-10,-9.37e-09
207,.0113692,.0354272,-.0004235,-.0009987,.0000159,.0000114,-5.68e-09,-3.04e-09
208,.0164623,.0094805,-.0004942,-.0004777,.0000116,.0000159,-5.80e-09,-6.12e-09
209,.0126948,.0307696,-.0002352,-.0007922,-.0000242,.0000371,7.48e-09,-1.14e-08
210,.0102423,.0166286,-.0005632,-.0005804,-.0000138,.0000124,-1.31e-09,-4.45e-09
211,.0014864,.0069136,.0001056,-.0003966,4.80e-06,.0000332,-2.25e-09,-9.09e-09
212,.0132107,.0509722,-.0006344,-.0012403,-7.85e-07,.0000348,1.22e-09,-1.17e-08
213,.0072032,.0581172,-.0003236,-.0015449,-1.89e-06,.0000393,-1.47e-09,-9.61e-09
214,.0120471,.0069303,-.0006212,-.000402,.0000212,.0000411,-4.17e-09,-1.04e-08
215,.0072057,.0243696,-.0001889,-.0008774,.0000231,.000022,-5.92e-09,-6.60e-09
216,.0038149,.0203505,-.0002146,-.0007173,.0000132,.0000285,-3.29e-09,-1.03e-08
217,.0047245,.0229798,-.0002348,-.0007251,.0000451,.0000336,-1.03e-08,-1.16e-08
218,.0043059,.0586729,-.0002376,-.0014786,-.0000195,.0000103,3.60e-09,-5.25e-09
219,.0019483,.0306115,5.80e-06,-.0009348,.0000187,.0000162,-4.62e-09,-5.24e-09
220,.010126,.0293147,-.0001914,-.0009024,.0000131,.0000541,-6.33e-09,-1.64e-08
221,.0055969,.03837,-.0002773,-.0010835,-.000013,.000017,1.53e-09,-7.80e-09
222,.0149781,.0538041,-.0003294,-.0013862,-.0000224,.0000115,3.75e-10,-3.14e-09
223,.0157426,.0075068,-.0006886,-.0003262,.0000138,.0000513,-3.17e-09,-1.34e-08
224,.0028352,.0351907,-.0001103,-.0010612,-.0000153,.0000121,3.42e-09,-4.92e-09
225,.0047883,.0314509,-.0001648,-.0008296,.0000163,.0000297,-5.09e-09,-6.38e-09
226,.0028659,.0102334,-.0000502,-.0004716,-6.20e-06,.0000237,2.62e-09,-7.64e-09
227,.0024356,.0109556,-.0000636,-.0004156,.0000336,.0000454,-7.87e-09,-1.01e-08
228,.0051349,-.0216346,-.0001189,.0002268,-.0000177,.0000175,1.35e-09,-4.19e-09
229,.0071442,.0158068,-.0002808,-.0007743,-.0000188,7.77e-07,5.90e-09,-3.59e-09
230,.0134272,.0160857,-.0004547,-.0005095,-2.18e-06,.0000162,3.60e-09,-5.12e-09
231,.0101998,.0153748,-.0000712,-.0005818,-.0000331,.0000173,7.87e-09,-5.18e-09
232,.0147937,.0212036,-.0004192,-.0008026,-1.40e-06,.0000352,1.70e-09,-9.47e-09
233,.0142874,.0213329,-.0005816,-.0005701,.0000288,.0000382,-1.19e-08,-1.07e-08
234,.0128056,.0257202,-.0003816,-.00085,-.0000109,.0000153,4.78e-09,-3.80e-09
235,.0100432,.0466209,-.0002531,-.0012084,-2.86e-06,-3.36e-06,-1.27e-09,-1.88e-09
236,.0102413,.0181649,-.0002912,-.0007017,9.45e-06,.0000244,-5.76e-09,-8.58e-09
237,.01191,.0355048,-.0003803,-.0009547,-2.07e-06,.0000309,-6.18e-10,-9.61e-09
238,.004058,.0227248,-.0002081,-.0007056,.0000126,.0000328,-4.42e-09,-9.38e-09
239,.0100977,.021433,-.0002708,-.0007704,.0000135,.00003,-3.24e-09,-8.53e-09
240,.0182334,.0083735,-.0005802,-.0004947,6.03e-06,.0000222,-4.05e-09,-6.31e-09
241,.0135453,.0087716,-.0003507,-.0004279,-.0000131,1.21e-06,7.79e-10,-2.70e-09
242,.0042348,.0296408,-.0002235,-.000889,.0000258,4.75e-06,-3.03e-09,-2.37e-09
243,.0089518,.0151164,-.0004179,-.0005711,.00001,.0000135,-2.81e-09,-3.89e-09
244,.0073693,.0141735,-.0001732,-.0004679,.0000144,.00004,-2.50e-09,-1.13e-08
245,.0108714,.0365716,-.0005406,-.0009879,.0000261,.0000459,-7.12e-09,-1.09e-08
246,.0067965,.0370769,-.0001945,-.0010477,.0000331,.0000311,-1.04e-08,-5.92e-09
247,.0030711,.0490292,-.000142,-.0010703,.0000156,.0000456,-4.53e-09,-1.23e-08
248,.0086082,.0633454,-.0005009,-.0014721,.0000226,.0000123,-7.24e-09,-4.28e-09
249,.0082593,.0180058,-.0001806,-.0007406,.0000298,.000041,-6.49e-09,-1.09e-08
