run,temp,temppoor,temp2,temp2poor,prec,precpoor,prec2,prec2poor
750,.0139598,.0486699,-.0004348,-.0012497,-.0000128,.0000534,4.74e-09,-1.56e-08
751,.0089247,.0436308,-.000429,-.001079,7.73e-06,.0000111,-2.58e-09,-3.70e-09
752,.0104259,.018218,-.0003755,-.0004616,.0000198,.000019,-5.65e-09,-7.48e-09
753,.012965,.0419495,-.0004971,-.0011874,-.0000217,.0000165,4.04e-09,-4.41e-09
754,.0080432,.0682055,-.000339,-.0017463,-3.35e-06,.0000168,9.95e-10,-6.71e-09
755,.0048613,.0503379,-.0000987,-.0011859,1.41e-06,.0000439,1.87e-10,-1.25e-08
756,.0135819,-.0038916,-.000401,-.0001548,.0000193,8.25e-07,-5.66e-09,-1.03e-09
757,.0019999,.0261362,.0000598,-.0007757,-.0000104,.0000208,1.48e-09,-5.20e-09
758,.0082794,.0512985,-.0004079,-.0013187,7.89e-06,.0000215,-5.26e-09,-5.47e-09
759,.0063061,.0050731,-.0000774,-.0003207,.0000103,.0000249,-1.85e-09,-7.02e-09
760,.0019317,.0420605,-.0001188,-.0011979,9.37e-06,.0000401,-3.09e-09,-9.58e-09
761,.0099578,-.0250441,-.0003899,.0002227,.0000111,.0000239,-4.00e-09,-6.84e-09
762,.0054544,.0525056,-.0001157,-.0012829,-.0000119,.0000404,2.02e-09,-1.07e-08
763,.0188529,.0677083,-.0006908,-.0017378,-7.20e-06,.0000182,2.98e-09,-5.31e-09
764,.0016328,.0703005,-.0000306,-.0016346,-5.55e-06,.0000116,-1.34e-10,-4.18e-09
765,.0046649,-.010132,-.0001311,-.0001082,-9.77e-06,1.61e-06,-5.79e-10,9.89e-10
766,.0091505,.0503042,-.000294,-.0013099,.0000305,.0000445,-7.36e-09,-1.46e-08
767,.0075328,.0244871,-.0000719,-.0007931,.0000159,.0000267,-4.57e-09,-3.79e-09
768,.0115289,.0129044,-.0005441,-.0005485,.0000126,.0000159,-4.61e-09,-3.56e-09
769,.0135046,.0103234,-.0003668,-.00051,4.96e-06,.0000156,-3.29e-09,-5.40e-09
770,.0086291,.0150274,-.0002321,-.0004145,-4.26e-06,.00002,-2.80e-09,-9.42e-09
771,.0109607,.0063983,-.0003494,-.0003836,8.85e-06,.000021,-5.87e-09,-8.38e-09
772,.0022944,.0145627,-.0001578,-.0004319,9.29e-06,.0000225,4.98e-10,-5.75e-09
773,.0017974,.0071642,-.0000619,-.0004077,.000027,.0000306,-5.02e-09,-7.15e-09
774,.0173886,.0252106,-.0006823,-.0005782,-2.99e-06,6.13e-06,-3.91e-10,-3.06e-09
775,.0060508,-.004227,-.0001995,-.0000821,.0000187,.0000191,-6.47e-09,-6.50e-09
776,.0087454,.0585851,-.0003405,-.0014155,.0000251,.0000329,-4.39e-09,-1.06e-08
777,.0155277,.0581735,-.0003728,-.0014977,.0000218,.0000164,-1.12e-08,-5.92e-09
778,.0058842,.0094374,-.0002441,-.000563,.0000295,.0000464,-1.02e-08,-1.29e-08
779,.0014439,.0054927,-.0000281,-.0002517,.0000245,.0000205,-7.83e-09,-6.94e-09
780,.0115277,.0297582,-.0005006,-.0008116,.0000111,.0000282,-1.74e-09,-9.91e-09
781,.0059534,.0191402,-.0002099,-.0005172,-.000018,.0000376,1.98e-09,-1.04e-08
782,.0061708,.0163264,-.000119,-.0006209,2.51e-06,.00002,-2.68e-09,-5.96e-09
783,.0094454,.042719,-.0004602,-.0011232,.0000297,.0000353,-6.21e-09,-8.76e-09
784,.0087503,.0462203,-.0003911,-.0012585,.0000177,.0000519,-5.53e-09,-1.40e-08
785,.0107398,.0261469,-.0002819,-.0006385,7.73e-06,.0000311,-6.80e-10,-7.01e-09
786,.0038455,.0201199,-.0000692,-.0006857,.0000316,.0000316,-9.02e-09,-8.72e-09
787,.011115,.0265628,-.0003253,-.0008688,5.48e-06,.0000398,-3.68e-09,-9.84e-09
788,.0056966,.0265507,-.0001651,-.0006592,.0000226,.0000167,-7.87e-09,-5.45e-09
789,.0035423,.0352026,-.0001075,-.0009353,2.26e-06,.0000356,-3.48e-09,-9.71e-09
790,.0072605,.0404567,-.0003021,-.0011126,.0000118,.0000278,-7.97e-09,-1.07e-08
791,.0141061,.0303036,-.0004956,-.0010174,.0000155,.0000321,-3.77e-09,-7.50e-09
792,.0087186,.0237636,-.0002118,-.0004768,-.0000122,.0000237,4.64e-09,-8.50e-09
793,.0096491,.004646,-.0003681,-.0005623,-.0000164,.0000293,6.69e-09,-7.71e-09
794,.0128005,.0195493,-.000579,-.00074,-5.51e-06,.000024,4.43e-10,-7.00e-09
795,.0086155,.0087251,-.0003086,-.0004578,.000012,.000039,-8.70e-10,-1.10e-08
796,-.0001636,.0194009,.0001805,-.0004579,.0000205,.0000224,-4.57e-09,-7.10e-09
797,.0078269,.0017404,-.0002392,-.0002486,.0000165,.0000253,-2.94e-09,-7.52e-09
798,.0096599,.0214473,-.0004324,-.0006999,7.02e-06,.0000195,-2.69e-09,-5.03e-09
799,.0058959,.025848,-.000406,-.0007494,.000022,.0000313,-3.23e-09,-7.43e-09
800,.0054392,.0316181,-.0004089,-.000897,7.07e-07,.0000434,-9.92e-10,-1.27e-08
801,.0106392,.0094705,-.0003759,-.0002928,-9.65e-06,.0000245,8.16e-10,-7.48e-09
802,.0156359,.0384145,-.0005781,-.0009793,.0000234,.0000315,-6.03e-09,-7.84e-09
803,-.0032253,.0153725,.0002113,-.0002986,-8.35e-07,.0000501,1.23e-09,-1.21e-08
804,.0167316,.0041056,-.0004203,-.0003251,.0000109,.0000457,2.17e-09,-1.18e-08
805,.0118856,.0143148,-.0003622,-.0005004,3.76e-06,.0000466,-4.29e-10,-1.15e-08
806,.0098808,.036475,-.0005047,-.0009989,-4.78e-06,4.65e-06,2.44e-10,-2.42e-09
807,.0127838,.06265,-.0005294,-.0014487,-7.57e-06,.0000235,-2.70e-10,-5.13e-09
808,.0054982,.0152871,-.0000667,-.0004193,.000041,.0000203,-1.21e-08,-6.66e-09
809,.0092168,.0121626,-.0003482,-.0004805,-7.23e-06,7.06e-06,-4.29e-10,-2.22e-09
810,.0073982,.0269304,-.0004097,-.0008618,5.57e-06,.0000355,6.80e-10,-1.20e-08
811,.0072536,.0232987,-.0002289,-.0006966,-.0000293,.0000278,1.06e-08,-7.29e-09
812,.0072309,.0071809,-.0004159,-.0003311,.0000348,.0000261,-1.20e-08,-8.66e-09
813,.0069216,-.0126621,-.0003805,.0000757,.0000204,.0000363,-6.12e-09,-9.34e-09
814,.0131013,-.0131995,-.000341,-.0000934,.000011,.000028,-5.56e-10,-9.10e-09
815,-.0005835,.0333983,-.0000197,-.000921,5.25e-06,.0000152,9.85e-11,-3.66e-09
816,.0147115,.0369312,-.0004681,-.0009941,.0000245,.0000404,-4.83e-09,-1.28e-08
817,.0110551,.0795974,-.0005865,-.0018634,8.12e-08,.0000376,-1.90e-09,-1.08e-08
818,.0058622,.0189489,-.0000502,-.0007958,7.43e-06,.0000304,-1.55e-10,-6.88e-09
819,.0066531,.0145581,-.0001869,-.0007005,.0000219,.0000219,-5.34e-09,-6.91e-09
820,.0065678,.0076991,-.0002765,-.0004193,.0000561,6.87e-06,-1.48e-08,-4.54e-09
821,.0081505,.0124691,-.0002055,-.0004223,2.16e-06,.0000286,4.66e-10,-8.33e-09
822,.0045852,.0356968,-.0001989,-.0009671,5.48e-06,.000042,-3.35e-09,-9.26e-09
823,.0081778,.0186744,-.0003648,-.0006354,.0000265,7.78e-06,-8.21e-09,-4.04e-09
824,.017599,.0238502,-.0006292,-.000627,-.0000213,.0000567,-5.24e-10,-1.55e-08
825,.0052848,.031393,-.0001143,-.0007426,-7.34e-06,.0000349,1.88e-09,-1.24e-08
826,.0152579,.0216443,-.0004924,-.0008369,-.000023,.0000333,6.24e-09,-9.19e-09
827,.0124884,.0172523,-.0005095,-.000589,-7.62e-06,-1.63e-06,2.03e-09,-8.26e-11
828,.0104289,.0273646,-.0002623,-.0008864,.0000403,.0000337,-1.23e-08,-1.03e-08
829,.0193182,.0497254,-.0006736,-.0012646,.00001,.0000192,-3.72e-09,-7.32e-09
830,.0138425,.0080689,-.0005735,-.0005289,.0000122,.0000156,-4.58e-09,-6.05e-09
831,.0050245,.0169729,-.000244,-.0004805,.0000262,.0000305,-2.02e-09,-7.32e-09
832,.0143417,.0673354,-.0006636,-.0016511,.000014,.0000228,-7.49e-09,-7.55e-09
833,.0128815,.0043148,-.0004648,-.0004006,3.42e-06,.0000333,-3.29e-09,-8.64e-09
834,.0083288,.0267796,-.0003201,-.000772,1.73e-06,.0000321,1.61e-09,-1.03e-08
835,.0158691,.0150227,-.0006404,-.0006004,.0000181,.0000324,-8.14e-09,-6.99e-09
836,.0161156,-.0052642,-.0003412,-.0001291,-.0000117,.0000273,-3.48e-10,-7.19e-09
837,.0158862,.0146634,-.0006923,-.0006723,4.18e-06,.0000351,-3.90e-09,-8.61e-09
838,.016755,.0877319,-.0005742,-.0021709,-9.04e-06,-6.22e-06,-2.30e-09,2.26e-09
839,.0071371,-.0212699,-.0002231,.0002616,4.02e-07,.0000171,1.34e-09,-4.03e-09
840,.0070329,.0109916,-.0002244,-.0005911,8.22e-06,.0000509,-4.01e-09,-1.09e-08
841,-.000714,.0069368,.0001287,-.0003336,7.79e-06,.0000414,-5.06e-09,-1.07e-08
842,.0042447,.043075,-.0000976,-.0010541,-.0000164,.0000115,1.11e-09,-3.94e-09
843,.0042244,.0136813,-.0001353,-.0005308,-9.26e-07,.0000236,-1.80e-09,-6.10e-09
844,.014368,.043371,-.0005581,-.0011243,.0000103,.0000452,-2.39e-09,-1.08e-08
845,.014342,.0185472,-.0004956,-.000653,-1.47e-07,.0000219,2.86e-10,-6.47e-09
846,.0063927,.0462252,-.0002048,-.0013497,.0000265,.0000104,-9.70e-09,-4.40e-09
847,.0159714,.0694836,-.0005271,-.0016456,-8.62e-06,.0000472,-2.40e-09,-1.48e-08
848,.0074658,.0455155,-.0001836,-.0012427,3.39e-06,.0000361,-9.93e-10,-1.01e-08
849,.0072412,.0397118,-.0002322,-.00107,.0000123,.000036,-6.84e-10,-8.83e-09
850,.0084078,.0339702,-.00023,-.0009583,7.10e-06,6.58e-06,9.41e-10,-3.90e-09
851,.0078774,.0114585,-.0002209,-.000536,7.50e-06,3.52e-06,-2.30e-09,-2.34e-09
852,.0130633,.0401554,-.0003891,-.0011616,7.71e-06,.0000198,-4.11e-09,-6.33e-09
853,.0066964,.0178228,-.0003266,-.0004712,2.33e-06,.0000325,-5.71e-09,-1.14e-08
854,.0021013,.0256357,.0000241,-.0006959,.000025,.000059,-4.05e-09,-1.65e-08
855,.0060014,.0416898,-.0001567,-.0009323,.0000287,.0000307,-3.28e-09,-7.43e-09
856,.0054659,.028433,-.0000856,-.0008827,.0000266,8.87e-06,-9.51e-09,-4.02e-09
857,.0080773,.0434599,-.0002506,-.0012283,.0000124,.000037,-3.37e-09,-9.02e-09
858,.0078663,.023861,-.0002345,-.0006701,1.60e-06,.0000106,-2.01e-09,-2.96e-09
859,.0073588,.04351,-.0002504,-.0011705,.000042,.0000303,-1.19e-08,-7.71e-09
860,.0086384,-.0033402,-.0002823,-.0001697,-.0000192,-1.12e-06,7.08e-11,-5.49e-11
861,.0055315,.0328978,-.0002077,-.0009389,-.0000157,.0000201,4.69e-09,-8.74e-09
862,.0076488,.0321063,-.0002603,-.0009662,.00002,.00003,-5.85e-09,-6.76e-09
863,.0063946,.025952,-.0001975,-.0007371,.0000103,.0000307,-1.90e-09,-1.20e-08
864,.0055335,.0184578,-.0001138,-.0006212,.0000218,.0000283,-5.46e-09,-8.79e-09
865,.01158,.0341813,-.0003339,-.0011038,.0000258,.0000404,-8.71e-09,-1.03e-08
866,.00325,.0185891,-.0001673,-.0008027,.0000134,.0000315,-4.90e-09,-9.25e-09
867,.0121515,.0210636,-.0004684,-.0006794,-5.91e-06,.0000282,-9.77e-10,-6.86e-09
868,.0135985,.0116461,-.0003032,-.0005494,.0000113,.0000339,2.39e-10,-8.73e-09
869,.0063631,.0295931,-.0001311,-.0009288,-9.98e-06,.0000218,4.11e-09,-7.86e-09
870,.006133,.0433976,-.0001302,-.0010939,.0000138,.0000267,-7.69e-09,-8.79e-09
871,.0093518,.0065398,-.0004186,-.00027,5.29e-06,.0000394,-2.58e-09,-1.08e-08
872,.0215595,.0186639,-.000806,-.0007535,-4.47e-06,.0000185,9.93e-10,-5.60e-09
873,.0106523,.0690992,-.0004408,-.0017589,-.0000105,.00004,3.70e-09,-8.69e-09
874,.0142107,.0444838,-.0006624,-.0012244,-2.59e-06,1.40e-06,-2.09e-09,-2.17e-09
875,.0065675,.0256295,-.0002179,-.0008397,8.92e-07,.0000339,1.15e-09,-1.02e-08
876,.0120007,.0506834,-.000591,-.0013648,-5.75e-06,.0000383,2.79e-09,-1.01e-08
877,.0097056,.0444673,-.0003967,-.001305,7.75e-07,.0000408,-1.97e-09,-1.04e-08
878,.0107605,.0491466,-.0005464,-.0011727,1.51e-06,.0000392,-1.58e-09,-1.01e-08
879,.0089753,.0097544,-.0002061,-.0004135,-7.36e-06,.0000333,-2.48e-09,-9.99e-09
880,.0114218,.03464,-.0004911,-.0010187,8.06e-06,.0000464,-3.17e-09,-1.07e-08
881,.0131305,.0314754,-.0005006,-.0008084,-.0000118,.0000349,-1.58e-10,-1.03e-08
882,.0071142,.0251318,-.0002639,-.0007046,7.74e-06,.000031,-1.41e-09,-9.60e-09
883,.0066069,.02306,-.0000725,-.0007567,8.17e-07,.0000334,1.40e-09,-8.61e-09
884,.0034352,.0347865,-.000144,-.0009376,1.27e-06,.0000275,2.39e-10,-7.36e-09
885,.0094697,.0193791,-.0001863,-.000709,-2.62e-06,.0000318,2.34e-10,-8.41e-09
886,.006782,.0444326,-.0003222,-.0010543,2.29e-06,.0000249,-1.69e-09,-7.37e-09
887,.007441,.0315519,-.0001432,-.0007541,-.0000125,.0000333,2.88e-09,-8.96e-09
888,.0256321,.0494611,-.0006489,-.0014089,-3.98e-06,.0000189,-1.56e-09,-7.41e-09
889,.0096675,.0273978,-.0002831,-.0006291,-.000016,.0000504,1.18e-09,-1.31e-08
890,.0091094,.0250661,-.0002887,-.0008124,-8.47e-06,.0000251,-8.90e-10,-6.68e-09
891,.0115881,.0210852,-.0004117,-.0007592,-5.15e-06,8.00e-06,-1.07e-09,-3.87e-09
892,.0079943,.0219976,-.0001831,-.0007701,-8.08e-06,.0000528,1.39e-09,-1.19e-08
893,.0021243,.0222396,-.0001081,-.0005773,.0000136,.0000245,-1.53e-09,-9.21e-09
894,.0067676,-.0287859,-.0003288,.000347,7.11e-06,.0000162,-2.94e-09,-5.64e-09
895,.0131927,-.0007021,-.0005502,-.0003363,-1.60e-06,.0000183,-2.39e-09,-3.58e-09
896,.0083462,.0010181,-.0002357,-.0001871,8.31e-06,.0000246,-1.70e-09,-4.69e-09
897,.0107612,.028591,-.0005534,-.0009139,-7.37e-07,.0000173,5.31e-09,-5.85e-09
898,.0122402,.0306823,-.0004812,-.0008262,.0000145,.00002,-5.49e-09,-5.47e-09
899,.0214096,.0047637,-.0008444,-.0003394,-6.77e-06,.0000205,-4.50e-10,-6.31e-09
900,.0123547,.0374742,-.0003847,-.0010433,-1.59e-06,.0000322,-3.36e-10,-9.17e-09
901,.0028282,.0386372,-.0001232,-.0010919,-6.27e-07,.0000334,1.65e-09,-7.11e-09
902,.01792,.0279979,-.0008005,-.0009164,.0000688,.0000389,-1.81e-08,-9.79e-09
903,.0075392,.0325923,-.0001559,-.0008358,9.83e-06,.0000257,-1.61e-09,-7.79e-09
904,.0098794,.0131184,-.0003755,-.0004045,-.0000284,.0000555,1.04e-08,-1.61e-08
905,.0007787,.0121386,.0000167,-.0004571,.0000265,.0000235,-8.07e-09,-7.69e-09
906,.0018731,.0160806,-.0000966,-.0004552,.0000289,.0000467,-3.67e-09,-1.08e-08
907,.0123302,.056664,-.0004225,-.0015216,.0000118,.0000531,-6.85e-09,-1.38e-08
908,.0044725,.0723988,-.0002371,-.0017267,-.0000113,.0000274,3.27e-09,-6.85e-09
909,.0097751,.0014333,-.000275,-.0003778,-2.56e-06,.000025,9.40e-10,-7.07e-09
910,.0081064,.0561981,-.0002735,-.0014965,8.07e-06,.0000204,-3.37e-09,-6.11e-09
911,.0160517,.0127412,-.0004367,-.0004391,-3.19e-06,.0000285,-2.13e-09,-8.44e-09
912,.0103449,.0388197,-.0001788,-.0011737,3.10e-06,.0000448,-6.02e-09,-1.36e-08
913,.0105164,.0475717,-.0001787,-.0012948,-5.43e-06,.0000164,5.19e-09,-5.10e-09
914,.0065291,.0570498,-.0002365,-.0014708,.0000302,.0000158,-5.91e-09,-4.68e-09
915,.0027468,.0279074,-.0001725,-.0007369,.0000137,.0000318,-2.21e-09,-7.69e-09
916,.007089,.0264669,-.0001994,-.0007569,.0000416,.0000265,-1.11e-08,-8.36e-09
917,.0071692,.0349969,-.0004412,-.0009071,.0000214,.0000278,-5.73e-09,-6.70e-09
918,.0156148,.0388101,-.0005416,-.0011519,.0000142,.0000204,-6.28e-09,-8.24e-09
919,.0104708,.0007571,-.0002043,-.0004504,.0000169,.0000191,-3.80e-09,-5.04e-09
920,.0110608,.0201091,-.0003916,-.0007258,.0000289,.0000368,-6.75e-09,-6.52e-09
921,.011792,.0135002,-.0006187,-.0005679,.0000301,.0000305,-9.69e-09,-8.65e-09
922,.0081439,.0027396,-.0003224,-.0002468,.0000163,.0000147,-7.97e-09,-5.12e-09
923,.0059635,.0751724,-.0004331,-.0017653,.0000157,.0000252,-6.26e-09,-7.18e-09
924,.0046296,.0078572,-.0001992,-.0003879,.000016,.0000228,-2.45e-09,-5.82e-09
925,.0121989,.0279593,-.0004833,-.0009036,.000012,.0000167,-4.81e-09,-5.75e-09
926,.0148629,.0002148,-.0007086,-.000217,.0000214,5.03e-06,-9.02e-09,-1.54e-09
927,.0038871,.0154598,-.000323,-.0006087,.0000196,4.48e-06,-3.38e-09,-2.50e-09
928,.0085452,-.000219,-.000271,-.0002781,6.41e-06,.0000419,-4.13e-09,-1.25e-08
929,.0098024,.0233122,-.0002826,-.000772,.000037,.0000235,-1.15e-08,-7.40e-09
930,.0091618,-.0018665,-.0003968,-.0001601,.000019,.0000401,-8.42e-09,-1.04e-08
931,.0080541,.0080822,-.0003346,-.0003741,.0000126,.0000271,-4.66e-09,-8.26e-09
932,.0106813,.0287188,-.0002335,-.0009264,-2.39e-06,.000021,1.89e-09,-6.37e-09
933,.011468,.0221556,-.0005864,-.0006737,-.0000153,.0000229,3.49e-09,-6.45e-09
934,.0118156,.0193803,-.0004971,-.0006697,9.13e-06,.0000362,-3.44e-09,-1.04e-08
935,.0094719,.0796251,-.0001976,-.0017664,5.41e-06,.0000325,-3.42e-09,-6.85e-09
936,.0029931,.0182004,-.0001635,-.0006773,.0000106,.0000124,-5.32e-09,-4.64e-09
937,.0084366,.0367272,-.0003869,-.000969,4.33e-06,.0000131,-3.03e-09,-3.65e-09
938,.0126647,.047915,-.0003927,-.0012729,6.71e-07,.0000177,-1.55e-09,-6.02e-09
939,.0055759,-.0049167,-.0001555,-.0001678,-2.73e-06,.0000224,3.12e-10,-6.85e-09
940,.0161413,.0038383,-.0005173,-.0002829,.0000425,.0000305,-1.36e-08,-8.57e-09
941,.0114053,.0432376,-.0003742,-.0012124,-.0000249,.000045,8.58e-09,-1.02e-08
942,.0206031,.028096,-.000809,-.0008048,.0000202,.0000363,-5.60e-09,-1.13e-08
943,.0112425,.0769499,-.0004632,-.0019201,2.06e-06,.0000306,-1.43e-09,-9.49e-09
944,.0169756,.0126026,-.0005759,-.0005283,-6.84e-06,3.15e-06,1.72e-09,-2.77e-09
945,.0110623,.0219579,-.0002462,-.0006922,6.71e-07,.0000304,-4.97e-10,-1.07e-08
946,.007944,.0310473,-.0004265,-.0008649,-.0000154,.0000664,1.78e-09,-1.91e-08
947,.0222805,.0522346,-.0007023,-.0013368,6.24e-06,.00003,-1.34e-09,-9.69e-09
948,.0085024,.0130443,-.0004379,-.0005869,.0000189,.0000137,-7.88e-09,-7.36e-09
949,.0057186,.0500933,-.0001917,-.0013521,-6.04e-06,.000041,-3.14e-10,-1.05e-08
950,.0071959,.0223497,-.0002108,-.0007118,.0000158,.0000264,-3.94e-09,-7.64e-09
951,.0083774,.0263772,-.0002853,-.0007568,-.0000263,.0000211,3.94e-09,-7.63e-09
952,.0072015,.0350658,-.0001752,-.0009005,.0000344,.0000331,-1.30e-08,-8.85e-09
953,.0047624,.0137716,-.0002746,-.0003789,-3.25e-06,.0000484,3.68e-09,-1.35e-08
954,.001155,-.0021194,-.0000818,-.000135,-2.83e-06,.0000169,-1.47e-09,-5.50e-09
955,.0103835,.0416337,-.0005105,-.0009808,.000012,.0000286,-6.46e-09,-9.27e-09
956,.0020593,.0146589,.0000251,-.0004863,2.68e-06,.0000174,-2.66e-10,-4.32e-09
957,.0056877,.0689287,-.0001036,-.0016587,.0000201,.0000184,-5.78e-09,-7.21e-09
958,.0053072,.0262442,-.0001424,-.000914,-3.27e-06,.000014,-8.41e-10,-4.60e-09
959,.0120556,.0068486,-.000497,-.0003517,1.57e-06,.0000227,-1.56e-09,-6.36e-09
960,.0080323,.0353158,-.000289,-.0011207,-.0000113,.0000155,-1.74e-09,-3.94e-09
961,.0113225,.020383,-.0002947,-.0007872,3.74e-06,.0000139,-3.39e-10,-5.73e-09
962,.0025326,.074543,.0000113,-.0017961,4.31e-06,.0000237,-5.08e-10,-5.05e-09
963,.0139339,.0297241,-.0005134,-.0009116,.0000286,.0000278,-9.00e-09,-5.82e-09
964,.0077414,.0377983,-.0004592,-.0008504,.0000238,.0000109,-7.88e-09,-2.99e-09
965,.007712,.0205627,-.0001321,-.0006252,.0000148,.0000149,-4.46e-09,-4.47e-09
966,.0068044,.0181985,-.0003154,-.0005733,9.08e-06,.0000279,-1.31e-09,-8.66e-09
967,.0105765,.0189861,-.0003366,-.0007682,.0000153,.0000411,-1.38e-09,-1.37e-08
968,.0106466,.0205351,-.0003991,-.000712,-8.03e-08,.0000268,6.82e-10,-7.21e-09
969,.0095797,.0261792,-.000358,-.000737,.0000104,.0000146,-4.84e-09,-6.01e-09
970,.0080557,.0336315,-.0003786,-.0008427,-.0000169,.0000237,6.63e-09,-7.71e-09
971,.0062317,.0486629,-.0003833,-.0012695,.0000263,.0000376,-5.53e-09,-1.12e-08
972,.0063089,.0102833,-.0001259,-.0004001,.0000163,.0000312,-4.26e-09,-8.74e-09
973,.0057549,.0070462,-.0002321,-.0004573,.0000246,.0000201,-9.29e-09,-5.45e-09
974,.0142629,.0188464,-.000529,-.0008091,8.01e-06,.0000224,-3.33e-09,-1.10e-08
975,.0076846,.0010935,-.0002697,-.0003678,-1.59e-06,.0000156,6.24e-10,-3.59e-09
976,.0103438,.0276152,-.0002365,-.0008283,-7.72e-06,.0000206,-3.90e-09,-4.68e-09
977,.0111594,.0341423,-.000372,-.0009686,-6.66e-06,.0000537,-2.85e-09,-1.41e-08
978,.0096886,.0371484,-.0004082,-.0010465,6.84e-06,.0000198,-2.43e-09,-6.12e-09
979,.0030718,.0127014,-.000051,-.0004552,-8.92e-06,.0000153,9.22e-11,-6.38e-09
980,.0062843,.0432882,-.0002732,-.0011268,.0000339,.0000413,-4.81e-09,-1.19e-08
981,.0090784,.0183609,-.0003814,-.0006835,.0000102,.0000541,-1.96e-09,-1.29e-08
982,.0137633,.0731593,-.000498,-.0015743,.000019,.0000302,-5.72e-09,-9.44e-09
983,.0122883,.036561,-.0003625,-.0010515,-.0000112,.0000511,4.07e-10,-1.55e-08
984,.0063629,.0234555,-.0000886,-.0007502,.0000109,.0000142,-2.39e-09,-4.16e-09
985,.0052856,.0525376,-.0002647,-.0012799,-3.97e-06,.0000551,-1.53e-09,-1.55e-08
986,.0069708,.0398925,-.0002798,-.0011183,-2.35e-06,.0000181,-4.09e-09,-6.93e-09
987,.0060311,.0515977,-.000255,-.001351,.0000114,.0000328,-2.76e-09,-8.08e-09
988,.0129441,.0074422,-.0003621,-.0005369,-1.76e-06,.0000481,1.89e-09,-1.52e-08
989,.0070302,.015503,-.0003183,-.0006645,.000011,.0000188,-2.94e-09,-5.61e-09
990,.0078295,.005776,-.0003573,-.00029,.0000296,.0000421,-8.63e-09,-1.04e-08
991,.0103087,.0268452,-.0003221,-.0006899,9.78e-06,.0000265,-4.25e-09,-7.75e-09
992,.0108656,.0332948,-.0004009,-.0010376,.0000367,.0000237,-1.12e-08,-7.30e-09
993,.0041671,.0276249,-.0001964,-.0008208,1.35e-06,.0000189,-2.82e-10,-4.98e-09
994,.0112446,.0280819,-.0004117,-.0009448,1.79e-06,.0000305,-2.33e-09,-8.47e-09
995,.0054225,.0359882,-.0001435,-.0008988,-1.31e-06,.0000297,-9.60e-10,-8.02e-09
996,.0069732,.0231641,-.0003007,-.0007479,-7.85e-06,.0000214,-4.63e-10,-8.53e-09
997,.0128081,.0137138,-.0005471,-.0006122,.000044,.000017,-1.46e-08,-4.46e-09
998,.0042515,.0550822,-.0001582,-.0012672,.0000109,.0000339,-3.69e-09,-9.34e-09
999,.0023831,.026942,-.0000794,-.0007262,-5.41e-06,2.31e-06,-2.79e-09,-7.83e-10
1000,.0126385,.0341388,-.0002683,-.001035,-1.65e-06,.000032,-9.08e-10,-7.86e-09
